epoch,phase,steps,nr_games,average_reward,min_game_reward,max_game_reward,last_exploration_rate,total_train_steps,replay_memory_count,meanq,meancost,weight_updates,total_time,epoch_time,steps_per_second
86,train,250000,243,13258.008230452675,664,32416,0.0025,21500000,1000000,2130.71,35.309383589952631,5375000,52074.908702,504.30589700000564,495.7308678863162
86,test,125000,96,15246.916666666666,1820,34224,0.00125,21500000,1000000,2102.82,0,5375000,52180.364886999996,105.42315499999677,1185.6977719932954
87,train,250000,203,13966.77832512315,1424,32236,0.0025,21750000,1000000,2087.96,32.647233429673527,5437500,52684.795776,504.42977200000314,495.6091291138114
87,test,125000,101,12628.51485148515,1660,27228,0.00125,21750000,1000000,2068.4,0,5437500,52790.378956,105.54998799999885,1184.272991106369
88,train,250000,242,12789.27272727272,300,33892,0.0025,22000000,1000000,2085.98,31.394349559629692,5500000,53295.089851,504.7097799999974,495.33417006502486
88,test,125000,75,13209.066666666668,792,30556,0.00125,22000000,1000000,2075.46,0,5500000,53400.311863999996,105.18879799999559,1188.3394655769832
89,train,250000,211,12514.009478672982,740,35044,0.0025,22250000,1000000,1732.68,28.570881555778481,5562500,53904.797176,504.48421000000235,495.55564880811403
89,test,125000,94,8956.000000000005,316,29616,0.00125,22250000,1000000,1713.8,0,5562500,54010.076133999995,105.24554999999964,1187.6986722954123
90,train,250000,283,11184.508833922257,432,34140,0.0025,22500000,1000000,1924.25,30.299270544031824,5625000,54514.787202,504.70995100000437,495.3340022416119
90,test,125000,83,10965.783132530121,1196,30552,0.00125,22500000,1000000,1954.11,0,5625000,54620.054885,105.23443499999848,1187.8241185976985
91,train,250000,275,12433.396363636364,616,31804,0.0025,22750000,1000000,2109.32,30.773613132236477,5687500,55124.854535,504.7985469999985,495.2470673415008
91,test,125000,91,16570.725274725275,824,36116,0.00125,22750000,1000000,2105.52,0,5687500,55230.329723999996,105.44163199999457,1185.4899969682415
92,train,250000,263,11605.460076045623,720,32548,0.0025,23000000,1000000,2046.23,32.641430634460143,5750000,55735.06336,504.73250000000553,495.31187312090515
92,test,125000,106,11281.66037735849,672,36408,0.00125,23000000,1000000,2025.12,0,5750000,55840.511961,105.41564500000095,1185.7822432334297
